id,identity,slug,name,full_name,description
1,"Project","gegevensboekhouding-jenv","Gegevensboekhouding JenV","Gegevensboekhouding JenV","Het ministerie van Justitie en Veiligheid (JenV) ontwikkelt een tool voor de administratie van gegevens en algoritmes."
